Table V9.0,keyName,OriginalKey,ExpandedKey,Duplicate,Activity code
SORDER,SOH0,SOHNUM,SOHNUM(Order no.) +   ,No,
SORDER,SOH1,BPCORD+CUSORDREF,BPCORD(Sold-to) +   CUSORDREF(Customer order ref) +   ,Yes,
SORDER,SOH2,CUSORDREF+BPCORD,CUSORDREF(Customer order ref) +   BPCORD(Sold-to) +   ,Yes,
SORDER,SOH3,ORDSTA+BPCORD,ORDSTA(Order state) +   BPCORD(Sold-to) +   ,Yes,
SORDER,SOH4,ORDSTA+SOHNUM,ORDSTA(Order state) +   SOHNUM(Order no.) +   ,No,
SORDER,SOH5,ORDSTA+INVSTA+SOHCAT,ORDSTA(Order state) +   INVSTA(Invoice status) +   SOHCAT(Order category) +   ,Yes,
SORDERC,SOC0,SOHNUM+SOPLIN,SOHNUM(Order no.) +   SOPLIN(Line) +   ,No,
SORDERC,SOC1,BPCORD+BPAADD+ITMREF,BPCORD(Sold-to) +   BPAADD(Delivery address) +   ITMREF(Product) +   ,Yes,
SORDERC,SOC2,CUSORDREF+BPCORD+BPAADD+ITMREFBPC,CUSORDREF(Customer order ref) +   BPCORD(Sold-to) +   BPAADD(Delivery address) +   ITMREFBPC(Customer product) +   ,No,
SORDERP,SOP0,SOHNUM+SOPLIN+SOPSEQ,SOHNUM(Order no.) +   SOPLIN(Line) +   SOPSEQ(Sequence) +   ,No,
SORDERP,SOP1,BPCORD+BPAADD+ITMREF+ENDDAT,BPCORD(Sold-to) +   BPAADD(Delivery address) +   ITMREF(Product) +   ENDDAT(Validity end date) +   ,Yes,
SORDERP,SOP2,SOQSTA+SOHCAT+STOFCY+BPCORD+BPAADD,SOQSTA(Line status) +   SOHCAT(Order category) +   STOFCY(Shipment site) +   BPCORD(Sold-to) +   BPAADD(Delivery address) +   ,Yes,
SORDERP,SOP3,SOHNUM+SOPLIN,SOHNUM(Order no.) +   SOPLIN(Line) +   ,Yes,
SORDERP,SOP4,SOQSTA+SOHCAT+SALFCY+BPCINV,SOQSTA(Line status) +   SOHCAT(Order category) +   SALFCY(Sales site) +   BPCINV(Bill-to customer) +   ,Yes,
SORDERQ,SOQ0,SOHNUM+SOPLIN+SOQSEQ,SOHNUM(Order no.) +   SOPLIN(Line) +   SOQSEQ(Sequence number) +   ,No,
SORDERQ,SOQ1,STOFCY+SHIDAT+BPCORD+BPAADD+ITMREF,STOFCY(Shipment site) +   SHIDAT(Shipment date) +   BPCORD(Sold-to) +   BPAADD(Delivery address) +   ITMREF(Product) +   ,Yes,
SORDERQ,SOQ2,ITMREF+SHIDAT,ITMREF(Product) +   SHIDAT(Shipment date) +   ,Yes,
SORDERQ,SOQ3,SOQSTA+SHIDAT+DLVPIOCMP+SOHNUM+SOPLIN+SOQSEQ,SOQSTA(Line status) +   SHIDAT(Shipment date) +   DLVPIOCMP(Compl priority del) +   SOHNUM(Order no.) +   SOPLIN(Line) +   SOQSEQ(Sequence number) +   ,No,
SORDERQ,SOQ4,SOQSTA+SOHCAT+STOFCY+BPCORD+BPAADD,SOQSTA(Line status) +   SOHCAT(Order category) +   STOFCY(Shipment site) +   BPCORD(Sold-to) +   BPAADD(Delivery address) +   ,Yes,
SORDERQ,SOQ6,SHIDAT+SOHNUM+SOPLIN+SOQSEQ,SHIDAT(Shipment date) +   SOHNUM(Order no.) +   SOPLIN(Line) +   SOQSEQ(Sequence number) +   ,No,
SPACK,SPH0,VCRTYP+VCRNUM+PACNUM+PACSEQ,VCRTYP(Entry type) +   VCRNUM(Entry) +   PACNUM(Package no.) +   PACSEQ(Sequence no.) +   ,No,
SPACK,SPH1,VCRTYP+VCRNUM+SCCCOD,VCRTYP(Entry type) +   VCRNUM(Entry) +   SCCCOD(SSCC code) +   ,Yes,
SPACKD,SPD0,VCRTYP+VCRNUM+VCRLIN+PACNUM+PACIND+PACSEQ+VCRSEQ,VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   PACNUM(Package no.) +   PACIND(Index) +   PACSEQ(Sequence no.) +   VCRSEQ(Document sequence no.) +   ,No,
SPACKD,SPD1,VCRTYP+VCRNUM+PACSEQ+VCRLIN+PACNUM+PACIND+VCRSEQ,VCRTYP(Entry type) +   VCRNUM(Entry) +   PACSEQ(Sequence no.) +   VCRLIN(Entry line no.) +   PACNUM(Package no.) +   PACIND(Index) +   VCRSEQ(Document sequence no.) +   ,No,
SPACKD,SPD2,VCRTYP+VCRNUM+VCRLIN+PACNUM+PACIND+VCRSEQ+PACSEQ,VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   PACNUM(Package no.) +   PACIND(Index) +   VCRSEQ(Document sequence no.) +   PACSEQ(Sequence no.) +   ,No,
SPACKD,SPD3,VCRTYP+VCRNUM+PACNUM+PACSEQ,VCRTYP(Entry type) +   VCRNUM(Entry) +   PACNUM(Package no.) +   PACSEQ(Sequence no.) +   ,Yes,
SPPRTCONF,SPP0,COD,COD(Catalog) +   ,No,
SPREASON,SPR0,PRIREN,PRIREN(Reason) +   ,No,
SPRICCONF,SPC0,PLI,PLI(Price list code) +   ,No,
SPRICCONF,SPC1,PLIENAFLG+PLITYP+PIO+PLI,PLIENAFLG(Active) +   PLITYP(Price list type) +   PIO(Priority) +   PLI(Price list code) +   ,No,
SPRICFICH,SPF0,PLI+PLICRD,PLI(Price list code) +   PLICRD(Price list record) +   ,No,
SPRICINCR,SPI0,PLI+PLICRD+PLILIN,PLI(Price list code) +   PLICRD(Price list record) +   PLILIN(Line) +   ,No,
SPRICLINK,SPK0,CLE,CLE(Key) +   ,No,
SPRICLIST,SPL0,PLI+PLICRD+PLILIN,PLI(Price list code) +   PLICRD(Price list record) +   PLILIN(Line) +   ,No,
SPRICLIST,SPL1,PLI+PLICRI+PLISTRDAT,PLI(Price list code) +   PLICRI(Criteria) +   PLISTRDAT(Validity start date) +   ,Yes,
SPRICLIST,SPL2,PLI+PLICRI1+PLISTRDAT,PLI(Price list code) +   PLICRI1(Criteria 1) +   PLISTRDAT(Validity start date) +   ,Yes,
SPRICLIST,SPL3,PLI+PLICRI2+PLISTRDAT,PLI(Price list code) +   PLICRI2(Criteria 2) +   PLISTRDAT(Validity start date) +   ,Yes,
SPRICLIST,SPL4,PLI+PLICRI1+PLICRI2+PLICRI3+PLICRI4+PLICRI5,PLI(Price list code) +   PLICRI1(Criteria 1) +   PLICRI2(Criteria 2) +   PLICRI3(Criterion 3) +   PLICRI4(Criterion 4) +   PLICRI5(Criterion 5) +   ,Yes,
SPRICPRTQ,SPQ0,COD+BPCORD+ITMREF+SPQLIN,COD(Catalog) +   BPCORD(Sold-to) +   ITMREF(Product) +   SPQLIN(Line) +   ,No,
SPRICPRTQ,SPQ1,COD+ITMREF+BPCORD+SPQLIN,COD(Catalog) +   ITMREF(Product) +   BPCORD(Sold-to) +   SPQLIN(Line) +   ,No,
SQUOTE,SQH0,SQHNUM,SQHNUM(Quote no.) +   ,No,
SQUOTE,SQH1,BPCORD+CUSQUOREF,BPCORD(Customer) +   CUSQUOREF(Quote reference) +   ,Yes,
SQUOTED,SQD0,SQHNUM+SQDLIN,SQHNUM(Quote no.) +   SQDLIN(Quote line) +   ,No,
SQUOTED,SQD1,ORDFLG+SALFCY+BPCORD,ORDFLG(Ordered) +   SALFCY(Sales site) +   BPCORD(Sold-to) +   ,Yes,
SREMAC,SRM1,SRENUM+MACNUM,SRENUM(Service request) +   MACNUM(Base concerned) +   ,No,
SREMACCPN,SRN0,SRENUM+MACNUM+TPYFLG,SRENUM(Service request) +   MACNUM(Base concerned) +   TPYFLG(Temp record) +   ,Yes,
SRESAT,SRS0,SRENUM,SRENUM +   ,Yes,
SRESTAT,SST0,USR,USR(User) +   ,Yes,
SRETEMPL,SET0,SETNUM,SETNUM(Sequence no.) +   ,No,
SRETURN,SRH0,SRHNUM,SRHNUM(Return no.) +   ,No,
SRETURN,SRH1,SDHNUM,SDHNUM(Loan delivery no.) +   ,Yes,
SRETURN,SRH2,CPY+EECNUMDEB+RTNDAT,CPY(Company) +   EECNUMDEB(EU Intrastat) +   RTNDAT(Return date) +   ,Yes,DEB
SRETURN,SRH3,RTNDAT+SRHNUM,RTNDAT(Return date) +   SRHNUM(Return no.) +   ,No,
SRETURND,SRD0,SRHNUM+SRDLIN,SRHNUM(Return no.) +   SRDLIN(Return line) +   ,No,
SRETURND,SRD1,SDHNUM+SDDLIN,SDHNUM(Delivery no.) +   SDDLIN(Delivery line) +   ,Yes,
SRETURND,SRD2,SIHNUM+RTNCNOFLG,SIHNUM(Credit memo no.) +   RTNCNOFLG(Credit memo subject) +   ,Yes,
STAT,SAT0,COD+CPY+FCY+DAT+CRI1+CRI2+CRI3+CRI4+CRI5+CRI6+CRI7+CRI8,COD(Code) +   CPY(Company) +   FCY(Site) +   DAT(Date) +   CRI1(Criteria) +   CRI2(Criteria) +   CRI3(Criteria) +   CRI4(Criteria) +   CRI5(Criteria) +   CRI6(Criteria) +   CRI7(Criteria) +   CRI8(Criteria) +   ,No,
STATION,STX0,STI,STI(Weighing location) +   ,No,
STATIONBOX,SBX0,BOX+FCY,BOX(Weighing booth) +   FCY(Manufacturing site) +   ,No,
STATIONBOX,SBX1,STI+BOX,STI(Weighing location) +   BOX(Weighing booth) +   ,Yes,
STATPRV,SAP0,COD+CPY+FCY+DAT+CRI1+CRI2+CRI3+CRI4+CRI5+CRI6+CRI7+CRI8,COD(Code) +   CPY(Company) +   FCY(Site) +   DAT(Date) +   CRI1(Criteria) +   CRI2(Criteria) +   CRI3(Criteria) +   CRI4(Criteria) +   CRI5(Criteria) +   CRI6(Criteria) +   CRI7(Criteria) +   CRI8(Criteria) +   ,No,
STJTMP,SJT0,ENTCOD+CPY+KEY1+KEY2+KEY3+KEY4+KEY5+STOFCY+UPDCOD+ITMREF+IPTDAT-MVTSEQ-MVTIND,ENTCOD(Auto journal code) +   CPY(Company) +   KEY1(Key) +   KEY2(Key) +   KEY3(Key) +   KEY4(Key) +   KEY5(Key) +   STOFCY() +   UPDCOD(Update) +   ITMREF(Product) +   IPTDAT-MVTSEQ-MVTIND +   ,No,
STKMVTADJ,SMA0,VCRNUM+VCRLIN+VCRTYP+STOFCY+VCRNUMREG+VCRLINREG+VCRTYPREG+ITMREF+LOT+SLO,VCRNUM(Entry) +   VCRLIN(Entry line no.) +   VCRTYP(Entry type) +   STOFCY(Storage site) +   VCRNUMREG(Journal adjustment) +   VCRLINREG(Journal line no. adjusted) +   VCRTYPREG(Journal adjustm type) +   ITMREF(Product) +   LOT(Lot) +   SLO(Sublot) +   ,No,
STKMVTADJ,SMA1,LLC+NUM,LLC(Lowest level code) +   NUM(Sequence no.) +   ,No,
STKMVTITC,SMI0,ITCSTRDAT+ITMREF+STOFCY+CSTTYP,ITCSTRDAT(Valid from) +   ITMREF(Product) +   STOFCY(Storage site) +   CSTTYP(Cost type) +   ,No,
STKREGWRK,SRW0,VCRNUM+VCRLIN+VCRTYP+CREMVTSEQ+CPY+ITMREF+LOT+SLO,VCRNUM(Entry) +   VCRLIN(Entry line no.) +   VCRTYP(Entry type) +   CREMVTSEQ(Source sequence) +   CPY(Company) +   ITMREF(Product) +   LOT(Lot) +   SLO(Sublot) +   ,No,
STKTRS,SRT0,SRTTYP+SRTNUM,SRTTYP(Transaction type) +   SRTNUM(Transaction) +   ,No,
STKTRS,SRT1,SRTNUM+SRTTYP,SRTNUM(Transaction) +   SRTTYP(Transaction type) +   ,No,
STOACCPAR,SAC0,PRODAT,PRODAT(Processing date) +   ,No,
STOALL,STA0,STOFCY+ITMREF+STOCOU+SEQ,STOFCY(Storage site) +   ITMREF(Product) +   STOCOU(Chronological stock) +   SEQ(Sequence) +   ,No,
STOALL,STA1,VCRTYP+VCRNUM+VCRLIN+VCRSEQ+STOCOU,VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   VCRSEQ(Document sequence no.) +   STOCOU(Chronological stock) +   ,Yes,
STOALL,STA2,ITMREF+VCRTYP+VCRNUM+VCRLIN+VCRSEQ+ALLTYP+STOFCY,ITMREF(Product) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   VCRSEQ(Document sequence no.) +   ALLTYP(Allocation type) +   STOFCY(Storage site) +   ,Yes,
STOCK,STO0,STOFCY+STOCOU,STOFCY(Stock site) +   STOCOU(Chronological stock) +   ,No,
STOCK,STO1,STOFCY+PALNUM+ITMREF,STOFCY(Stock site) +   PALNUM(Identifier 1) +   ITMREF(Product) +   ,Yes,
STOCK,STO3,ITMREF+STOFCY+LOT+SLO+LOC,ITMREF(Product) +   STOFCY(Stock site) +   LOT(Lot) +   SLO(Sublot) +   LOC(Location) +   ,Yes,
STOCK,STO4,STOFCY+LOC,STOFCY(Stock site) +   LOC(Location) +   ,Yes,
STOCK,STO5,ITMREF+SERNUM,ITMREF(Product) +   SERNUM(Serial number) +   ,Yes,
STOCOST,STP0,ITMREF+STOFCY+CSTDAT+CSTTIM+CSTCOU,ITMREF(Product) +   STOFCY(Storage site) +   CSTDAT(Allocation date) +   CSTTIM(Time) +   CSTCOU(Chronological FIFO costs) +   ,No,
STOCOST,STP1,ITMREF+STOFCY+VCRTYP+VCRNUM+VCRLIN,ITMREF(Product) +   STOFCY(Storage site) +   VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   ,Yes,
STOJOU,STJ0,STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND,STOFCY(Storage site) +   UPDCOD(Update) +   ITMREF-IPTDAT +   MVTSEQ(Sequence) +   MVTIND(Index) +   ,No,
STOJOU,STJ1,STOFCY+VCRTYP+VCRNUM+VCRLIN,STOFCY(Storage site) +   VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   ,Yes,
STOJOU,STJ2,UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND,UPDCOD(Update) +   ITMREF-IPTDAT +   MVTSEQ(Sequence) +   MVTIND(Index) +   ,Yes,
STOJOU,STJ3,UPDCOD-CREDAT-CRETIM+ITMREF,UPDCOD-CREDAT-CRETIM +   ITMREF(Product) +   ,Yes,
STOJOU,STJ4,ITMREF+IPTDAT+CREMVTDAT+CREMVTTIM+CREMVTSEQ,ITMREF(Product) +   IPTDAT(Allocation date) +   CREMVTDAT(Date created) +   CREMVTTIM(Time) +   CREMVTSEQ(Source sequence) +   ,Yes,
STOJOUOVE,SJV0,STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND+OVENAT,STOFCY(Storage site) +   UPDCOD(Update) +   ITMREF-IPTDAT +   MVTSEQ(Sequence) +   MVTIND(Index) +   OVENAT(Nature) +   ,No,
STOJOUVAL,SJV0,STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND,STOFCY(Storage site) +   UPDCOD(Update) +   ITMREF-IPTDAT +   MVTSEQ(Sequence) +   MVTIND(Index) +   ,No,
STOLOC,STC0,STOFCY+LOC,STOFCY(Stock site) +   LOC(Location) +   ,No,
STOLOC,STC1,STOFCY+OCPCOD+LOCTYP+PPSSEQ,STOFCY(Stock site) +   OCPCOD(Storage location) +   LOCTYP(Location type) +   PPSSEQ(Proposal sequence) +   ,No,
STOLOC,STC2,STOFCY+LOCTYP+PPSSEQ,STOFCY(Stock site) +   LOCTYP(Location type) +   PPSSEQ(Proposal sequence) +   ,No,
STOLOC,STC3,STOFCY+LOCTYP+LOC,STOFCY(Stock site) +   LOCTYP(Location type) +   LOC(Location) +   ,No,
STOLOC,STC4,STOFCY+LOCCAT+LOCTYP+LOC,STOFCY(Stock site) +   LOCCAT(Location category) +   LOCTYP(Location type) +   LOC(Location) +   ,No,
STOLOC,STC5,STOFCY+WRH+LOC,STOFCY(Stock site) +   WRH(Warehouse) +   LOC(Location) +   ,No,WRH
STOLOCAFF,STF0,STOFCY+LOC+ITMREF,STOFCY(Storage site) +   LOC(Location) +   ITMREF(Product) +   ,No,
STOLOCAFF,STF1,STOFCY+ITMREF+LOC,STOFCY(Storage site) +   ITMREF(Product) +   LOC(Location) +   ,No,
STOLOCRES,SWL0,PRONUM+LINNUM,PRONUM(Process number) +   LINNUM(Line number) +   ,No,
STOLOCRES,SWL1,STOFCY+LOC,STOFCY(Storage site) +   LOC(Location) +   ,Yes,
STOLOT,STL0,ITMREF+LOT+SLO,ITMREF(Product) +   LOT(Lot) +   SLO(Sublot) +   ,No,
STOLOT,STL1,ITMREF+LOTCREDAT+LOT+SLO,ITMREF(Product) +   LOTCREDAT(Lot created) +   LOT(Lot) +   SLO(Sublot) +   ,No,
STOLOT,STL2,ITMREF+SHLDAT+LOTCREDAT+LOT+SLO,ITMREF(Product) +   SHLDAT(Expiration date) +   LOTCREDAT(Lot created) +   LOT(Lot) +   SLO(Sublot) +   ,No,
STOLOT,STL3,SHLDAT+ITMREF+LOT+SLO,SHLDAT(Expiration date) +   ITMREF(Product) +   LOT(Lot) +   SLO(Sublot) +   ,No,
STOLOTFCY,SLF0,ITMREF+LOT+SLO+STOFCY,ITMREF(Product) +   LOT(Lot) +   SLO(Sublot) +   STOFCY(Storage site) +   ,No,
STOMVTCOST,SMC0,CSTCOU+CSTTIM+CSTDAT+VCRNUM+VCRLIN+VCRTYP,CSTCOU(Chronological FIFO costs) +   CSTTIM(Time) +   CSTDAT(Allocation date) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   VCRTYP(Entry type) +   ,No,
STOMVTCOST,SMC1,CSTCOU+CSTTIM+CSTDAT,CSTCOU(Chronological FIFO costs) +   CSTTIM(Time) +   CSTDAT(Allocation date) +   ,Yes,
STOPAR,STE0,STOFCY+TCLCOD,STOFCY(Storage site) +   TCLCOD(Category) +   ,No,
STOPRED,PRE0,PRHNUM+PRELIN,PRHNUM(Pick ticket) +   PRELIN(Preparation line) +   ,No,
STOPRED,PRE1,ORINUM+ORILIN+ORISEQ,ORINUM(Document no.) +   ORILIN(Line no.) +   ORISEQ(Sequence no.) +   ,Yes,
STOPREH,PRH0,PRHNUM,PRHNUM(Pick ticket) +   ,No,
STOPREH,PRH1,STOFCY+DLVFLG+PRHNUM,STOFCY(Storage site) +   DLVFLG(Status) +   PRHNUM(Pick ticket) +   ,No,
STOPREH,PRH2,STOFCY+PRLNUM+DLVFLG+PRHNUM,STOFCY(Storage site) +   PRLNUM(List no.) +   DLVFLG(Status) +   PRHNUM(Pick ticket) +   ,No,
STOPREH,PRH3,SDHNUM+PRHNUM,SDHNUM(Delivery no.) +   PRHNUM(Pick ticket) +   ,No,
STOPRELIS,PRL0,PRLNUM+PRLSEQ,PRLNUM(List no.) +   PRLSEQ(Sequence no.) +   ,No,
STOPRELIS,PRL1,ORITYP+ORINUM+ORILIN+ORISEQ,ORITYP(Source) +   ORINUM(Document no.) +   ORILIN(Line no.) +   ORISEQ(Sequence no.) +   ,Yes,
STOPRELIS,PRL2,PRHNUM+PRELIN+PRLNUM+PRLSEQ,PRHNUM(Pick ticket) +   PRELIN(Preparation line) +   PRLNUM(List no.) +   PRLSEQ(Sequence no.) +   ,Yes,
STOPRELISW,PLW0,PRONUM+WKEY+ORITYP+ORI1+ORI2+ORI3,PRONUM(Process number) +   WKEY(Data) +   ORITYP(Source) +   ORI1(Source) +   ORI2(Source) +   ORI3(Source) +   ,No,
STOPREW,PRW0,PRONUM+WKEY+ORITYP+ORI1+ORI2+ORI3,PRONUM(Process number) +   WKEY(Data) +   ORITYP(Source) +   ORI1(Source) +   ORI2(Source) +   ORI3(Source) +   ,No,
STOPREW,PRW1,PRONUM+WKEY+WKEYD+ORITYP+ORI1+ORI2+ORI3,PRONUM(Process number) +   WKEY(Data) +   WKEYD(Break key) +   ORITYP(Source) +   ORI1(Source) +   ORI2(Source) +   ORI3(Source) +   ,No,
STOQLYD,QLD0,VCRTYP+VCRNUM+VCRLIN,VCRTYP(Entry type) +   VCRNUM(Analysis request) +   VCRLIN(Line no. analyzed) +   ,No,
STOQLYD,QLD1,ITMREF+STOFCY+VCRTYP+VCRNUM+VCRLIN,ITMREF(Product) +   STOFCY(Storage site) +   VCRTYP(Entry type) +   VCRNUM(Analysis request) +   VCRLIN(Line no. analyzed) +   ,No,
STOQLYD,QLD2,VCRTYP+VCRNUM+LOT+SLO+SERNUM,VCRTYP(Entry type) +   VCRNUM(Analysis request) +   LOT(Lot) +   SLO(Sublot) +   SERNUM(Serial number) +   ,Yes,
STOQLYD,QLD3,VCRTYP+VCRNUM+VCRLINORI+SERNUM,VCRTYP(Entry type) +   VCRNUM(Analysis request) +   VCRLINORI(Source document line) +   SERNUM(Serial number) +   ,Yes,
STOQLYH,QLH0,VCRTYP+VCRNUM,VCRTYP(Entry type) +   VCRNUM(Analysis request) +   ,No,
STOQLYH,QLH1,STOFCY+ITMREF+VCRNUM,STOFCY(Storage site) +   ITMREF(Product) +   VCRNUM(Analysis request) +   ,No,
STOQLYH,QLH2,VALFLG+VCRTYP+VCRNUM,VALFLG(Validation flag) +   VCRTYP(Entry type) +   VCRNUM(Analysis request) +   ,No,
STOQLYH,QLH3,VCRTYPORI+VCRNUMORI+ITMREF,VCRTYPORI(Source document type) +   VCRNUMORI(Original document) +   ITMREF(Product) +   ,Yes,
STOQLYSMP,SMP0,VCRTYP+VCRNUM+ITMREF+LOT,VCRTYP(Entry type) +   VCRNUM(Analysis request) +   ITMREF(Product) +   LOT(Lot) +   ,No,
STOQUAL,STQ0,QLYCTLDEM,QLYCTLDEM(Analysis request) +   ,No,
STOQUAL,STQ1,ITMREF+LOT+QLYCTLDEM,ITMREF(Product) +   LOT(Lot) +   QLYCTLDEM(Analysis request) +   ,No,
STOREO,REO0,STOFCY+LOC+ITMREF,STOFCY(Storage site) +   LOC(Location) +   ITMREF(Product) +   ,No,
STOREO,REO1,VCRTYP+VCRNUM+VCRLIN,VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   ,Yes,
STOSER,STS0,ITMREF+SERNUM,ITMREF(Product) +   SERNUM(Serial number) +   ,No,
STOSER,STS2,ITMREF+SDHTYP+SDHNUM+SDDLIN+SERNUM,ITMREF(Product) +   SDHTYP(Shipment type) +   SDHNUM(Shipment number) +   SDDLIN(Shipment line) +   SERNUM(Serial number) +   ,No,
STOSRG,SRG0,STOCOU+VCRTYP+VCRNUM+VCRLIN,STOCOU(Chronological stock) +   VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   ,No,
STOSRG,SRG1,STOFCY+ITMREF,STOFCY(Storage site) +   ITMREF(Product) +   ,Yes,
STOSRG,SRG2,STOFCY+LOC,STOFCY(Storage site) +   LOC(Location) +   ,Yes,
STOSRG,SRG3,STOFCY+VCRTYP+VCRNUM+VCRLIN,STOFCY(Storage site) +   VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   ,Yes,
STOSRG,SRG4,STOFCY+SRGPPS,STOFCY(Storage site) +   SRGPPS(List number) +   ,Yes,
STOSRG,SRG5,STOFCY+VCRNUM+VCRLIN,STOFCY(Storage site) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   ,Yes,
STOSRGW,SGW0,STOCOU+VCRTYP+VCRNUM+VCRLIN+SRGSEQ,STOCOU(Chronological stock) +   VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   SRGSEQ(Sequence number) +   ,No,
STOSYNW,SYW0,CUNLISNUM+STOFCY+ITMREF+SEQ,CUNLISNUM(Count worksheet) +   STOFCY(Storage site) +   ITMREF(Product) +   SEQ(Sequence) +   ,No,
STOSYNW,SYW1,STOFCY+ITMREF+LOT+SLO+LOC+STA,STOFCY(Storage site) +   ITMREF(Product) +   LOT(Lot) +   SLO(Sublot) +   LOC(Location) +   STA(Stock status) +   ,Yes,
STOSYNW,SYW2,STOFCY+ITMREF+SERNUM,STOFCY(Storage site) +   ITMREF(Product) +   SERNUM(Serial number) +   ,Yes,
STOTRK,STR0,ITMREF+LOT+SLO-IPTDAT+MVTSEQ+STOFCY,ITMREF(Product) +   LOT(Lot) +   SLO-IPTDAT +   MVTSEQ(Sequence) +   STOFCY(Storage site) +   ,No,
STOTRK,STR1,VCRTYP+VCRNUM+VCRLIN,VCRTYP(Entry type) +   VCRNUM(Entry) +   VCRLIN(Entry line no.) +   ,Yes,
STOTRK,STR2,ITMREF+SERNUM-IPTDAT+MVTSEQ+STOFCY,ITMREF(Product) +   SERNUM-IPTDAT +   MVTSEQ(Sequence) +   STOFCY(Storage site) +   ,Yes,
STOTRKWRK,SKW0,PRONUM+LEV,PRONUM(Process number) +   LEV(Level) +   ,No,
STOTRKWRK,SKW1,CREUSR+CREDAT+PRONUM+LEV,CREUSR(Creation user) +   CREDAT(Date created) +   PRONUM(Process number) +   LEV(Level) +   ,No,
STOVALCUM,SVC0,PRONUM+STOFCY+TCLCOD+TSINUM+TSICOD+BUY,PRONUM(Process number) +   STOFCY(Storage site) +   TCLCOD(Category) +   TSINUM() +   TSICOD(Statistical group) +   BUY(Buyer) +   ,No,
STOVALWRK,STV0,CREUSR+PRONUM+ITMREF+STOFCY+LOT+STOCOU,CREUSR(Creation user) +   PRONUM(Process number) +   ITMREF(Product) +   STOFCY(Storage site) +   LOT(Lot) +   STOCOU(Chronological stock) +   ,No,
STOWIPW,SWW0,STOCOU+PRONUM+SEQ,STOCOU(Chronological stock) +   PRONUM(Process number) +   SEQ(Sequence) +   ,No,
SUBCONT,PRX0,BPRNUM,BPRNUM(BP code) +   ,No,
SUCURSAL,,, +   ,,
SVCRFOOT,SVF0,VCRNUM+VCRTYP+DTA,VCRNUM(Entry) +   VCRTYP(Entry type) +   DTA(Invoicing element) +   ,No,
SVCRFOOT,SVF1,VCRTYP+VCRNUM+DTA,VCRTYP(Entry type) +   VCRNUM(Entry) +   DTA(Invoicing element) +   ,No,
SVCRFOOT,SVF2,VCRTYP+VCRNUM+CLCORD+DTA,VCRTYP(Entry type) +   VCRNUM(Entry) +   CLCORD(Calculation order) +   DTA(Invoicing element) +   ,No,
SVCRFOOT,SVF3,NUM+VCRTYP+VCRNUM+DTA,NUM(Invoice number) +   VCRTYP(Entry type) +   VCRNUM(Entry) +   DTA(Invoicing element) +   ,No,
SVCRVAT,SVV0,VCRTYP+VCRNUM+VAT,VCRTYP(Entry type) +   VCRNUM(Entry) +   VAT(Tax) +   ,No,
SVCRVAT,SVV1,VCRTYP+VCRNUM+VATTYP+VAT,VCRTYP(Entry type) +   VCRNUM(Entry) +   VATTYP(Tax type) +   VAT(Tax) +   ,No,
SVCRVAT,SVV2,NUM+VCRTYP+VCRNUM+VAT,NUM(Invoice number) +   VCRTYP(Entry type) +   VCRNUM(Entry) +   VAT(Tax) +   ,No,
SWIEZAG,SWIEZ0,DAT,DAT(Date) +   ,No,
SWIIMPBVR,SWIIMP0,NUMIMP+LINE,NUMIMP(Import count) +   LINE(Line) +   ,No,
SWIIMPTMP,SWITMP0,NUMIMP+LINE,NUMIMP(Import count) +   LINE(Line) +   ,No,
SWIIMPTMP,SWITMP1,NUMIMP+CUR+NUMMICRO,NUMIMP(Import count) +   CUR(Currency) +   NUMMICRO(Microfilm no.) +   ,Yes,
SWRKDLV,SWD0,PRONUM+SWDKEY+SOHNUM+SOPLIN+SOQSEQ,PRONUM(Process number) +   SWDKEY(Data) +   SOHNUM(Order no.) +   SOPLIN(Sales order line) +   SOQSEQ(Sequence number) +   ,No,
SWRKDLV,SWD1,PRONUM+SOHNUM,PRONUM(Process number) +   SOHNUM(Order no.) +   ,Yes,
