Table,Abbreviation,Description,Module,Activity code,Column,Normal title,Dim.,Type,Length,Menu,Link expression,Cancellation,Act
GVARCODPAR,GVA,Parameters of variables,Common Data,,UPDUSR,Change user,,A,5.0,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,AUUID,Single identifier,,AUUID,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,CODACT,Activity code,,ACV,,,[ACV]CODACT=[GVG]CODACT,Block,
GVARGAU,GVG,Automatic journal variables,Common Data,,CODTRT,Processing,,ADC,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,CODVAR,Variable code,,A,10.0,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,CREDAT,Date created,,D,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,CREUSR,Creation user,,A,5.0,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,DESTRA,Description,,AX3,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,INFO,Description,5.0,ATX,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,INTITA,Description,,ATX,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,SHOTRA,Short description,,AX1,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,SUBPRG,Subprograms,,A,20.0,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,UPDDAT,Change date,,D,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
GVARGAU,GVG,Automatic journal variables,Common Data,,UPDUSR,Change user,,A,5.0,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,ADRVAL,Argument type,,M,15.0,34.0,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,AUUID,Single identifier,,AUUID,,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,CODPAR,Parameter code,,A,10.0,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,CODVAR,Variable code,,A,10.0,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[GVP]CREUSR,Other,
GVARPARGAU,GVP,Variables parameters,Common Data,,INTITPAR,Parameter title,,ATX,,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,NOPAR,Parameter no.,,C,2.0,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,TYPPAR,Parameter type,,M,15.0,33.0,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
GVARPARGAU,GVP,Variables parameters,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[GVP]UPDUSR,Other,
GVARPARVAL,GVV,Parameter values,Common Data,,AUUID,Single identifier,,AUUID,,,,,
GVARPARVAL,GVV,Parameter values,Common Data,,COD,Code,,GAU,,,[GAU]GAU0=[GVV]COD,Delete,
GVARPARVAL,GVV,Parameter values,Common Data,,CODPAR,Parameter code,,A,10.0,,,,
GVARPARVAL,GVV,Parameter values,Common Data,,CODVAR,Variable code,,A,10.0,,,,
GVARPARVAL,GVV,Parameter values,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
GVARPARVAL,GVV,Parameter values,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[GVV]CREUSR,Other,
GVARPARVAL,GVV,Parameter values,Common Data,,FLD,Field,,A,10.0,,,,
GVARPARVAL,GVV,Parameter values,Common Data,,LINNUM,Line number,,C,4.0,,,,
GVARPARVAL,GVV,Parameter values,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
GVARPARVAL,GVV,Parameter values,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[GVV]UPDUSR,Other,
GVARPARVAL,GVV,Parameter values,Common Data,,VALPAR,Parameter value,,A,80.0,,,,
HD1CLOB,HD1,Service reqts text files,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HD1CLOB,HD1,Service reqts text files,Common Data,,CLOB,Text file (clob),,HD1,,,,,
HD1CLOB,HD1,Service reqts text files,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HD1CLOB,HD1,Service reqts text files,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HD1]CREUSR,Other,
HD1CLOB,HD1,Service reqts text files,Common Data,,NUM,Sequence no.,,A,30.0,,,,
HD1CLOB,HD1,Service reqts text files,Common Data,,TYP,Type,,A,10.0,,,,
HD1CLOB,HD1,Service reqts text files,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HD1CLOB,HD1,Service reqts text files,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HD1]UPDUSR,Other,
HD2CLOB,HD2,Actions text files,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HD2CLOB,HD2,Actions text files,Common Data,,CLOB,Text file (clob),,HD2,,,,,
HD2CLOB,HD2,Actions text files,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HD2CLOB,HD2,Actions text files,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HD2]CREUSR,Other,
HD2CLOB,HD2,Actions text files,Common Data,,NUM,Sequence no.,,A,30.0,,,,
HD2CLOB,HD2,Actions text files,Common Data,,TYP,Type,,A,10.0,,,,
HD2CLOB,HD2,Actions text files,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HD2CLOB,HD2,Actions text files,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HD2]UPDUSR,Other,
HD3CLOB,HD3,Solutions text files,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HD3CLOB,HD3,Solutions text files,Common Data,,CLOB,Text file (clob),,HD3,,,,,
HD3CLOB,HD3,Solutions text files,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HD3CLOB,HD3,Solutions text files,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HD3]CREUSR,Other,
HD3CLOB,HD3,Solutions text files,Common Data,,NUM,Sequence no.,,A,30.0,,,,
HD3CLOB,HD3,Solutions text files,Common Data,,TYP,Type,,A,10.0,,,,
HD3CLOB,HD3,Solutions text files,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HD3CLOB,HD3,Solutions text files,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HD3]UPDUSR,Other,
HD4CLOB,HD4,Commerl reports text files,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HD4CLOB,HD4,Commerl reports text files,Common Data,,CLOB,Text file (clob),,HD4,,,,,
HD4CLOB,HD4,Commerl reports text files,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HD4CLOB,HD4,Commerl reports text files,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HD4]CREUSR,Other,
HD4CLOB,HD4,Commerl reports text files,Common Data,,NUM,Sequence no.,,A,30.0,,,,
HD4CLOB,HD4,Commerl reports text files,Common Data,,TYP,Type,,A,10.0,,,,
HD4CLOB,HD4,Commerl reports text files,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HD4CLOB,HD4,Commerl reports text files,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HD4]UPDUSR,Other,
HD5CLOB,HD5,Marketing text files,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HD5CLOB,HD5,Marketing text files,Common Data,,CLOB,Text file (clob),,HD5,,,,,
HD5CLOB,HD5,Marketing text files,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HD5CLOB,HD5,Marketing text files,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HD5]CREUSR,Other,
HD5CLOB,HD5,Marketing text files,Common Data,,NUM,Sequence no.,,A,30.0,,,,
HD5CLOB,HD5,Marketing text files,Common Data,,TYP,Type,,A,10.0,,,,
HD5CLOB,HD5,Marketing text files,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HD5CLOB,HD5,Marketing text files,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HD5]UPDUSR,Other,
HD6CLOB,HD6,CRM mini text files,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HD6CLOB,HD6,CRM mini text files,Common Data,,CLOB,Text file (clob),,HD6,,,,,
HD6CLOB,HD6,CRM mini text files,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HD6CLOB,HD6,CRM mini text files,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HD6]CREUSR,Other,
HD6CLOB,HD6,CRM mini text files,Common Data,,NUM,Sequence no.,,A,30.0,,,,
HD6CLOB,HD6,CRM mini text files,Common Data,,TYP,Type,,A,10.0,,,,
HD6CLOB,HD6,CRM mini text files,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HD6CLOB,HD6,CRM mini text files,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HD6]UPDUSR,Other,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,CLOB,Text file (clob),,ACB,,,,,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HD7]CREUSR,Other,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,NUM,Sequence no.,,A,30.0,,,,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,PRONUM,Process number,,L,8.0,,,,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,TYP,Type,,A,10.0,,,,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HD7CLOB,HD7,Aft-ss srv cons txt files,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HD7]UPDUSR,Other,
HISTOCRM,HST,History,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HISTOCRM,HST,History,Common Data,,CLSNUM,Order no.,,L,8.0,,,,
HISTOCRM,HST,History,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HISTOCRM,HST,History,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HST]CREUSR,Other,
HISTOCRM,HST,History,Common Data,,DON,Completed,,M,4.0,1.0,,,
HISTOCRM,HST,History,Common Data,,RECDAT,Date,,D,,,,,
HISTOCRM,HST,History,Common Data,,RECHOU,Time,,HM,,,,,
HISTOCRM,HST,History,Common Data,,RECNUM,Code,,VCR,,,,,
HISTOCRM,HST,History,Common Data,,RECTYP,Record type,,AOB,,,[AOB]ABREV=[HST]RECTYP,Block,
HISTOCRM,HST,History,Common Data,,SSS,Session,,A,30.0,,,,
HISTOCRM,HST,History,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HISTOCRM,HST,History,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HST]UPDUSR,Other,
HISTOMDT,HMDT,Payments made,Common Data,SDD,AMT,Amount,,MD1,,,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,AUUID,Single identifier,,AUUID,,,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,CPY,Company,,CPY,,,[CPY]CPY0=[HMDT]CPY,Block,
HISTOMDT,HMDT,Payments made,Common Data,SDD,CREDATTIM,Date time,,ADATIM,,,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,CREUSR,User,,AUS,,,[AUS]CODUSR=[HMDT]CREUSR,Other,
HISTOMDT,HMDT,Payments made,Common Data,SDD,CUR,Currency,,CUR,,,[TCU]TCU0=[HMDT]CUR,Block,
HISTOMDT,HMDT,Payments made,Common Data,SDD,DPT,Dispute reason,,M,15.0,3632.0,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,FRMNUM,Slip no.,,VCR,,,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,PAYDAT,Direct debit date,,D,,,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,PAYNUM,Payment number,,VCR,,,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,SEQTYP,Sequence type,,ADI,,,[ADI]CODE=330;SEQTYP,Block,
HISTOMDT,HMDT,Payments made,Common Data,SDD,UMRNUM,Mandate reference,,MDT,,,[MDT]MDT0=CPY;UMRNUM,Other,
HISTOMDT,HMDT,Payments made,Common Data,SDD,UPDDATTIM,Date time,,ADATIM,,,,,
HISTOMDT,HMDT,Payments made,Common Data,SDD,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HMDT]UPDUSR,Other,
HISTOOMM,HIM,Mailing history,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HISTOOMM,HIM,Mailing history,Common Data,,BPRNUM,BP code,,BPR,,,[BPR]BPR0=BPRNUM,RTZ,
HISTOOMM,HIM,Mailing history,Common Data,,CCNNUM,Contact (rel.) code,,AIN,,,[AIN]AIN0=[HIM]CCNNUM,Block,
HISTOOMM,HIM,Mailing history,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HISTOOMM,HIM,Mailing history,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HIM]CREUSR,Other,
HISTOOMM,HIM,Mailing history,Common Data,,DATSND,Send date,,D,,,,,
HISTOOMM,HIM,Mailing history,Common Data,,HIMNUM,History code,,VCR,,,,,
HISTOOMM,HIM,Mailing history,Common Data,,OMMNUM,Mail code,,VCR,,,,,
HISTOOMM,HIM,Mailing history,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HISTOOMM,HIM,Mailing history,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HIM]UPDUSR,Other,
HOROITM,HOI,Time stamped articles,Common Data,,AUSNUM,User,,AUS,,,[AUS]CODUSR=[HOI]AUSNUM,Delete,
HOROITM,HOI,Time stamped articles,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HOROITM,HOI,Time stamped articles,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HOROITM,HOI,Time stamped articles,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HOI]CREUSR,Other,
HOROITM,HOI,Time stamped articles,Common Data,,ITMREF,Time stamped article,,ITM,,,[ITM]ITM0=[HOI]ITMREF,Delete,
HOROITM,HOI,Time stamped articles,Common Data,,MACNUM,Product base,,ITM,,,[ITM]ITM0=[HOI]MACNUM,Delete,
HOROITM,HOI,Time stamped articles,Common Data,,PBLNUM,Skill group,,PBL,,,[PBL]PBL0=[HOI]PBLNUM,Delete,
HOROITM,HOI,Time stamped articles,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HOROITM,HOI,Time stamped articles,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HOI]UPDUSR,Other,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,AVGCNT,Average,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CNTAT,Active,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CNTCT,Current terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CNTFT,Future,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CNTNT,New and terminated,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CNTNW,New,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CNTOT,Old terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CPY,Company,,CPY,,,[CPY]CPY0=[CPYREC]CPY,Other,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[CPYREC]CREUSR,Other,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,HCNT,Head count,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,NEGAT,Active,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,NEGCT,Current terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,NEGNT,New and terminated,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,NEGNW,New,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,NEGOT,Old terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PAYOUTAT,Active,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PAYOUTCT,Current terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PAYOUTNT,New and terminated,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PAYOUTNW,New,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PAYOUTOT,Old terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,POSAT,Active,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,POSCT,Current terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,POSNT,New and terminated,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,POSNW,New,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,POSOT,Old terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PSCALC,Calculated,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PSENTERED,Entered,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PSPOSTED,Posted,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PSPRINT,Print,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PSUNDPROG,Under progress,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PZAT,Active,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PZCT,Current terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PZNT,New and terminated,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PZNW,New,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,PZOT,Old terminations,,L,8.0,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CPYREC]UPDUSR,Other,
HRCPYREC,CPYREC,Company reconciliation report,Common Data,,USR,User code,,AUS,,,[AUS]CODUSR=[CPYREC]USR,Other,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,AMT,Amount,,DCB,11.2,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,CPY,Company,,CPY,,,[CPY]CPY0=[CPYRECP]CPY,Block,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[CPYRECP]CREUSR,Other,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,GRP,Group,,A,30.0,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,GRPCOD,Group code,,A,20.0,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,RUB,Heading,,A,50.0,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,RUBCOD,Heading code,,A,10.0,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,SEQ,Sequence,,C,4.0,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,SUBGRP,Group,,A,50.0,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,SUBGRPCOD,Group code,,A,20.0,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CPYRECP]UPDUSR,Other,
HRCPYRECPAY,CPYRECP,Company reconciliation report,Common Data,,USR,User code,,AUS,,,[AUS]CODUSR=[CPYRECP]USR,Delete,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,CPY,Company,,CPY,,,[CPY]CPY0=[CPYRECM]CPY,Other,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[CPYRECM]CREUSR,Other,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,MODCCS,Amount,,DCB,11.2,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,MODCNT,Count,,L,8.0,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,MODDED,Amount,,DCB,11.2,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,MODDESC,Description,,A,30.0,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,MODEAR,Amount,,DCB,11.2,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,MODRPT,Amount,,DCB,11.2,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,MODSTL,Payment method,,A,10.0,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CPYRECM]UPDUSR,Other,
HRCPYRECPM,CPYRECM,Company reconciliation report,Common Data,,USR,User code,,AUS,,,[AUS]CODUSR=[CPYRECM]USR,Other,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,CPY,Company,,CPY,,,[CPY]CPY0=[CPYRECT]CPY,Other,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[CPYRECT]CREUSR,Other,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,TERMCNT,End reasons count,,L,8.0,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,TERMRSN,End reasons,,A,30.0,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,TOTCOST,Total cost,,DCB,11.2,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,TOTDEDEAR,Total ded and earn,,DCB,11.2,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,TOTNET,Net total,,DCB,11.2,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CPYRECT]UPDUSR,Other,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,USR,User code,,AUS,,,[AUS]CODUSR=[CPYRECT]USR,Other,
HRCPYRECTERM,CPYRECT,Company reconciliation report,Common Data,,XITGRD,Reasons,,A,10.0,,,,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,AMT,Amount,12.0,DCB,9.2,,,,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,AUUID,Single identifier,,AUUID,,,,,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,CPY,Company,,CPY,,,[CPY]CPY0=[CUAL]CPY,Block,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,CREDATTIM,Date time,,ADATIM,,,,,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,CREUSR,User,,AUS,,,[AUS]CODUSR=[CUAL]CREUSR,Other,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,DAT,Date,,D,,,,,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,LINNUM,Line number,,L,8.0,,,,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,UPDDATTIM,Date time,,ADATIM,,,,,
HRCPYUKALL,CUAL,Company allowance,Common Data,KUK,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CUAL]UPDUSR,Other,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,AUUID,Single identifier,,AUUID,,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,CPY,Company reference,,CPY,,,[CPY]CPY0=[EMPALO]CPY,Block,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,CPYNAM,Company name,,NAM,,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,CPYSHO,Short description,,SHO,,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,CREDATTIM,Date time,,ADATIM,,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,CREUSR,User,,AUS,,,[AUS]CODUSR=[EMPALO]CREUSR,Other,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,EMPALO,Employee allowance,12.0,DCB,9.2,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,EMPALOLFT,Employee allowance left,12.0,DCB,9.2,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,EMPNITOT,Employee NI total,12.0,DCB,9.2,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,LEG,Legislation,,ADI,,,[ADI]CODE=909;LEG,Block,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,NBEMPALO,Number,,ADS,,,[ADS]DOSSIER=[EMPALO]NBEMPALO,Block,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,TAXMON,Month,12.0,C,4.0,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,TAXYEA,Tax year,12.0,C,4.0,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,UPDDATTIM,Date time,,ADATIM,,,,,
HREMPALO,EMPALO,Employee allowance,Common Data,KUK,UPDUSR,User,,AUS,,,[AUS]CODUSR=[EMPALO]UPDUSR,Other,
HRSAEQU,SAEQU,Employment equity,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,BOTREMAMT,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,CPY,Company,,CPY,,,[CPY]CPY0=[SAEQU]CPY,Other,
HRSAEQU,SAEQU,Employment equity,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[SAEQU]CREUSR,Other,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALEA,Female African,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALEAREM,Female African,,DCB,15.4,,,,
